#,Split,MedInc (std),House Value ($100k)
5031,train,0.107899,2.701000
5032,train,1.016148,2.394000
5033,train,0.695223,2.197000
5034,train,0.324421,1.662000
5035,train,-0.088650,0.705000
5036,train,0.844590,3.267000
5037,train,-0.835327,2.337000
5038,train,-0.389603,1.856000
5039,train,-0.550964,1.525000
5040,train,0.735484,3.715000
5041,train,2.793071,4.538000
5042,train,0.908363,2.449000
5043,train,-1.337426,2.250000
5044,train,0.145360,2.544000
5045,train,-0.798342,2.047000
5046,train,-0.518523,1.431000
5047,train,-0.270141,3.608000
5048,train,-0.903221,0.620000
5049,train,-1.397553,0.768000
5050,train,1.850057,3.736000
5051,train,0.634673,2.642000
5052,train,-0.175459,0.675000
5053,train,-0.769863,1.844000
5054,train,2.289176,5.000010
5055,train,0.532171,3.117000
5056,train,0.651950,2.414000
5057,train,0.464436,2.944000
5058,train,0.358817,3.810000
5059,train,0.454873,3.400000
5060,train,-1.105741,0.634000
5061,train,-0.763153,2.185000
5062,train,0.028593,4.333000
5063,train,-0.401069,1.710000
5064,train,0.044602,1.246000
5065,train,-1.438184,0.654000
5066,train,-1.184995,0.883000
5067,train,-0.317429,1.762000
5068,train,-0.173029,1.954000
5069,train,0.320828,1.024000
5070,train,1.617737,5.000010
5071,train,-0.614737,1.862000
5072,train,0.228788,1.198000
5073,train,1.723515,2.786000
5074,train,-0.524546,1.686000
5075,train,-0.879550,0.969000
5076,train,-0.745981,0.750000
5077,train,-0.375919,1.764000
5078,train,0.190799,4.427000
5079,train,1.509477,3.338000
5080,train,-0.637139,0.862000
5081,train,0.703624,5.000010
5082,train,-0.840610,1.452000
5083,train,-0.909825,1.042000
5084,train,-0.605808,1.079000
5085,train,0.091150,3.034000
5086,train,0.589974,2.491000
5087,train,-0.072799,2.277000
5088,train,-0.039460,2.039000
5089,train,-0.008762,1.346000
5090,train,3.436190,4.261000
5091,train,-1.452133,0.958000
5092,train,-0.924197,0.475000
5093,train,-0.907078,1.469000
5094,train,-0.293389,1.918000
5095,train,-0.788725,0.985000
5096,train,0.135902,3.490000
5097,train,-0.997480,1.227000
5098,train,1.207255,5.000010
5099,train,0.241574,1.871000
5100,train,0.692475,2.540000
5101,train,-1.171786,2.650000
5102,train,0.648833,2.171000
5103,train,-0.319384,1.297000
5104,train,-0.659806,2.125000
5105,train,1.359845,3.007000
5106,train,-0.326412,1.853000
5107,train,-0.372115,1.326000
5108,train,-0.735890,2.250000
5109,train,1.030731,2.811000
5110,train,-0.076921,1.875000
5111,train,-0.971643,3.500000
5112,train,0.047825,1.265000
5113,train,-0.190835,1.334000
5114,train,-0.041890,2.045000
5115,train,-0.856831,2.150000
5116,train,0.933460,2.282000
5117,train,0.160260,1.601000
5118,train,-0.769335,1.625000
5119,train,0.747213,1.408000
5120,train,0.324949,3.407000
5121,train,0.600805,4.600000
5122,train,-1.010002,1.925000
5123,train,-0.205312,1.264000
5124,train,-0.610616,1.694000
5125,train,-0.141116,1.040000
5126,train,-1.408279,0.902000
5127,train,-0.478156,0.878000
5128,train,-0.298092,1.839000
5129,train,2.530530,3.202000
5130,train,-0.594184,1.740000
5131,train,-0.819212,1.250000
5132,train,-0.691402,0.703000
5133,train,-0.518787,1.208000
5134,train,0.084229,2.605000
5135,train,1.904795,4.316000
5136,train,-0.683476,3.500000
5137,train,-0.807588,1.182000
5138,train,-1.124973,1.094000
5139,train,0.686716,2.706000
5140,train,2.086286,5.000010
5141,train,0.139812,4.348000
5142,train,0.356651,2.398000
5143,train,-1.242057,0.521000
5144,train,-1.177069,1.300000
5145,train,-1.067329,1.792000
5146,train,-0.581767,0.929000
5147,train,0.921149,3.080000
5148,train,1.501657,3.522000
5149,train,-0.139267,0.956000
5150,train,-0.426113,1.367000
5151,train,0.504380,1.155000
5152,train,1.209052,2.335000
5153,train,0.301014,3.500000
5154,train,1.327827,2.736000
5155,train,0.965373,2.353000
5156,train,1.457328,5.000010
5157,train,-0.886578,0.632000
5158,train,-0.898783,1.177000
5159,train,1.595176,2.631000
5160,train,1.460551,4.815000
5161,train,0.183085,2.285000
5162,train,0.781451,2.799000
5163,train,0.027113,1.830000
5164,train,1.322226,4.658000
5165,train,-0.792213,1.500000
5166,train,-0.016529,2.509000
5167,train,0.056649,5.000010
5168,train,-1.308842,1.208000
5169,train,2.469716,5.000010
5170,train,-1.364267,0.993000
5171,train,0.407690,1.734000
5172,train,-0.044215,1.095000
5173,train,0.429458,1.524000
5174,train,-0.701441,1.575000
5175,train,0.032344,3.031000
5176,train,0.544535,1.515000
5177,train,-0.606389,1.175000
5178,train,0.260225,2.488000
5179,train,1.009649,3.467000
5180,train,1.823744,3.675000
5181,train,-0.863858,1.421000
5182,train,-0.390554,1.375000
5183,train,0.226727,1.632000
5184,train,0.150591,3.368000
5185,train,-1.023528,0.475000
5186,train,-0.705456,1.368000
5187,train,1.788027,2.166000
5188,train,0.217904,1.948000
5189,train,-0.859473,1.518000
5190,train,-0.427434,1.206000
5191,train,-0.452848,2.420000
5192,train,1.966560,3.302000
5193,train,-0.385588,2.170000
5194,train,-0.588478,1.662000
5195,train,-0.551757,1.531000
5196,train,0.644236,2.905000
5197,train,1.241652,1.739000
5198,train,-0.540503,2.689000
5199,train,0.287805,1.446000
5200,train,0.761902,1.519000
5201,train,-0.719088,1.563000
5202,train,-1.753244,0.917000
5203,train,-0.008868,3.150000
5204,train,-0.620707,1.741000
5205,train,-0.026462,1.072000
5206,train,-0.470072,1.090000
5207,train,-0.998537,0.733000
5208,train,-1.225097,0.623000
5209,train,-0.178682,4.000000
5210,train,-1.440245,0.629000
5211,train,0.060400,2.043000
5212,train,0.532171,2.495000
5213,train,1.667879,5.000010
5214,train,0.267992,2.861000
5215,train,0.066370,5.000010
5216,train,0.670971,3.607000
5217,train,0.092735,1.323000
5218,train,-0.085955,2.537000
5219,train,-0.788725,0.798000
5220,train,-0.109943,0.875000
5221,train,-0.108833,1.613000
5222,train,-1.208295,0.700000
5223,train,-0.116600,1.014000
5224,train,2.188735,3.955000
5225,train,-0.113589,1.332000
5226,train,0.911216,2.853000
5227,train,-0.070844,2.082000
5228,train,-0.373594,1.890000
5229,train,-0.969371,0.532000
5230,train,0.701352,3.021000
5231,train,0.551034,2.138000
5232,train,-0.808169,2.975000
5233,train,0.779338,2.793000
5234,train,-1.001707,1.342000
5235,train,-0.082046,1.750000
5236,train,-1.025219,1.223000
5237,train,-0.875429,0.732000
5238,train,2.261965,4.990000
5239,train,-0.516304,1.348000
5240,train,1.848947,5.000010
5241,train,0.435640,2.990000
5242,train,-0.993465,3.250000
5243,train,-0.525709,1.146000
5244,train,-0.681099,2.230000
5245,train,-0.657904,1.488000
5246,train,-0.733353,1.015000
5247,train,-0.779268,1.225000
5248,train,0.082432,2.242000
5249,train,0.009836,2.093000
5250,train,0.250873,1.413000
5251,train,0.169717,1.430000
5252,train,-0.447036,1.069000
5253,train,0.802850,2.883000
5254,train,1.926457,3.982000
5255,train,-0.886208,0.618000
5256,train,-0.080883,1.375000
5257,train,2.390990,3.653000
5258,train,0.507022,1.741000
5259,train,-1.023370,1.375000
5260,train,-1.137812,1.320000
5261,train,0.084335,1.607000
5262,train,0.440871,1.728000
5263,train,0.497617,2.620000
5264,train,-0.977033,1.300000
5265,train,-1.384767,0.467000
5266,train,-1.086773,1.375000
5267,train,-1.052905,1.223000
5268,train,-0.786506,0.900000
5269,train,-0.672381,0.924000
5270,train,0.165279,1.996000
5271,train,-0.260367,2.280000
5272,train,-0.990823,2.250000
5273,train,0.871959,2.421000
5274,train,3.410353,5.000010
5275,train,0.494447,1.416000
5276,train,-0.896247,1.311000
5277,train,1.390754,3.400000
5278,train,0.748112,2.838000
5279,train,-0.483281,1.040000
5280,train,0.218485,1.895000
5281,train,-0.035814,1.695000
5282,train,-0.313203,1.899000
5283,train,1.235628,3.349000
5284,train,-0.173822,4.070000
5285,train,0.941966,1.786000
5286,train,0.076092,2.458000
5287,train,-0.072641,1.497000
5288,train,3.255068,5.000010
5289,train,-0.783653,2.583000
5290,train,-0.111739,1.469000
5291,train,0.132732,1.288000
5292,train,-0.603060,3.111000
5293,train,-0.223117,3.250000
5294,train,0.085603,2.256000
5295,train,-0.204889,1.914000
5296,train,0.382065,1.792000
5297,train,-0.134459,1.961000
5298,train,-0.647178,1.053000
5299,train,-1.141405,0.869000
5300,train,-0.922612,1.020000
5301,train,1.671736,5.000010
5302,train,-1.129940,0.581000
5303,train,-0.001841,1.958000
5304,train,-0.957959,3.267000
5305,train,-0.034282,2.054000
5306,train,-0.062232,1.468000
5307,train,-0.882562,2.550000
5308,train,0.056649,1.624000
5309,train,-0.131130,1.707000
5310,train,-0.398163,1.126000
5311,train,0.301860,3.067000
5312,train,-0.764368,2.688000
5313,train,-0.679355,1.818000
5314,train,0.707956,1.813000
5315,train,0.596209,1.560000
5316,train,0.340166,3.378000
5317,train,1.849423,3.531000
5318,train,-0.096681,1.407000
5319,train,-0.366778,0.707000
5320,train,-0.295714,1.687000
5321,train,-1.155142,2.188000
5322,train,-0.339621,2.294000
5323,train,-0.557569,0.973000
5324,train,0.462217,1.606000
5325,train,-0.079298,1.772000
5326,train,1.789295,5.000010
5327,train,-0.796968,0.723000
5328,train,0.882737,4.318000
5329,train,-0.116283,1.174000
5330,train,-0.666093,1.125000
5331,train,0.117621,0.806000
5332,train,-0.546949,1.630000
5333,train,5.088737,5.000010
5334,train,-0.991510,0.986000
5335,train,-0.699961,2.081000
5336,train,1.047585,4.171000
5337,train,-0.290378,2.130000
5338,train,-0.035814,1.626000
5339,train,0.087452,1.615000
5340,train,-0.629795,0.746000
5341,train,0.251507,2.336000
5342,train,0.214258,1.807000
5343,train,2.041323,3.167000
5344,train,0.178752,2.536000
5345,train,-0.329899,1.799000
5346,train,-0.234953,0.833000
5347,train,-0.915637,1.406000
5348,train,-0.147826,2.663000
5349,train,2.196871,5.000010
5350,train,-0.651564,1.398000
5351,train,0.572644,1.537000
5352,train,1.388747,1.824000
5353,train,-0.447194,2.184000
5354,train,-0.989819,2.625000
5355,train,-0.382312,1.303000
5356,train,-0.357479,1.496000
5357,train,0.024471,1.239000
5358,train,-0.055258,3.070000
5359,train,0.695276,2.598000
5360,train,-0.352248,1.625000
5361,train,-0.202564,1.295000
5362,train,-0.666410,0.938000
5363,train,-0.959861,3.500000
5364,train,1.815079,5.000010
5365,train,-0.938515,1.681000
5366,train,-0.201666,1.581000
5367,train,-0.392456,1.136000
5368,train,1.126575,3.815000
5369,train,-0.539974,3.500000
5370,train,-0.626150,2.199000
5371,train,-0.701810,1.392000
5372,train,1.173652,2.701000
5373,train,-0.565177,2.750000
5374,train,0.589974,1.875000
5375,train,-0.559048,1.583000
5376,train,0.216847,3.277000
5377,train,-1.120429,0.946000
5378,train,0.995489,2.785000
5379,train,-0.686647,1.200000
5380,train,0.747795,2.995000
5381,train,0.659981,4.143000
5382,train,-0.084265,2.419000
5383,train,0.170880,2.545000
5384,train,0.805333,4.085000
5385,train,-0.474722,1.044000
5386,train,-0.001682,2.146000
5387,train,-0.230990,0.743000
5388,train,-0.608925,2.655000
5389,train,0.192014,1.970000
5390,train,-1.182247,1.307000
5391,train,-0.575374,1.157000
5392,train,-1.021309,0.991000
5393,train,2.559695,4.105000
5394,train,0.893622,1.365000
5395,train,-0.634603,0.866000
5396,train,-0.434144,2.169000
5397,train,1.583341,3.182000
5398,train,0.149111,2.650000
5399,train,-0.450576,4.143000
5400,train,-1.149436,2.625000
5401,train,0.172729,2.227000
5402,train,-0.812237,1.625000
5403,train,-0.660757,1.961000
5404,train,-0.902217,2.219000
5405,train,1.308013,4.604000
5406,train,1.300828,2.471000
5407,train,-0.722047,1.975000
5408,train,0.788531,3.300000
5409,train,0.319877,2.456000
5410,train,-0.680095,0.825000
5411,train,-0.802146,0.680000
5412,train,0.087399,1.283000
5413,train,-0.154695,1.135000
5414,train,1.548100,3.250000
5415,train,0.684339,2.610000
5416,train,-0.927895,1.225000
5417,train,2.392311,3.536000
5418,train,-1.270853,0.544000
5419,train,-1.182617,1.343000
5420,train,0.146047,3.039000
5421,train,1.438360,3.374000
5422,train,-0.733671,0.600000
5423,train,-0.906127,1.625000
5424,train,-0.895560,0.594000
5425,train,-1.077685,0.768000
5426,train,0.125758,1.076000
5427,train,0.912907,2.478000
5428,train,1.482002,3.051000
5429,train,0.622098,2.319000
5430,train,0.168925,2.176000
5431,train,2.747738,3.674000
5432,train,-0.771131,0.982000
5433,train,-1.309000,1.844000
5434,train,-1.307627,1.938000
5435,train,-0.786771,1.779000
5436,train,-0.452478,1.575000
5437,train,-0.185234,1.904000
5438,train,0.187100,1.628000
5439,train,0.637685,1.896000
5440,train,-0.744079,1.976000
5441,train,0.074084,1.911000
5442,train,0.003813,1.653000
5443,train,0.135902,1.362000
5444,train,0.461424,3.364000
5445,train,-0.143705,0.888000
5446,train,-0.210278,2.654000
5447,train,-1.121063,1.050000
5448,train,-0.063289,3.804000
5449,train,-0.701810,1.875000
5450,train,-0.666780,0.727000
5451,train,-0.622610,1.822000
5452,train,2.306664,4.302000
5453,train,-0.347070,3.760000
5454,train,0.080266,0.880000
5455,train,-1.265358,0.541000
5456,train,-0.952094,0.679000
5457,train,1.180732,5.000010
5458,train,-1.442094,1.000000
5459,train,0.428032,1.313000
5460,train,1.206040,2.684000
5461,train,-0.893024,0.891000
5462,train,-0.920815,1.792000
5463,train,-0.339092,1.076000
5464,train,-0.494694,0.832000
5465,train,0.117885,2.042000
5466,train,-0.260367,1.575000
5467,train,-1.331403,1.000000
5468,train,0.115032,2.441000
5469,train,3.597551,5.000010
5470,train,-0.489939,2.178000
5471,train,0.197456,4.096000
5472,train,0.350099,1.813000
5473,train,1.583236,3.337000
5474,train,-0.307919,1.381000
5475,train,-0.857201,0.896000
5476,train,-0.319437,2.277000
5477,train,-0.909033,1.953000
5478,train,1.309757,3.527000
5479,train,-0.263590,0.834000
5480,train,1.548734,2.920000
5481,train,-0.569087,1.139000
5482,train,1.355513,2.715000
5483,train,0.226727,1.656000
5484,train,-0.672645,2.326000
5485,train,-0.378983,1.020000
5486,train,-1.182353,0.495000
5487,train,-0.229299,1.952000
5488,train,2.130298,5.000010
5489,train,0.665371,4.583000
5490,train,-0.607446,1.568000
5491,train,-1.003345,2.260000
5492,train,-1.538150,0.690000
5493,train,0.470512,2.586000
5494,train,0.386873,1.990000
5495,train,-1.070711,0.623000
5496,train,-0.401914,1.931000
5497,train,0.980695,4.306000
5498,train,-1.046142,0.516000
5499,train,-0.379247,0.869000
5500,train,-1.416944,0.670000
5501,train,-1.251039,0.915000
5502,train,-0.505684,0.953000
5503,train,-0.255664,1.059000
5504,train,-0.820533,1.542000
5505,train,-0.844890,2.000000
5506,train,-0.020228,1.496000
5507,train,0.040481,2.401000
5508,train,1.071943,2.615000
5509,train,-0.162462,1.746000
5510,train,0.464542,2.611000
5511,train,1.162081,4.208000
5512,train,-0.650401,1.759000
5513,train,-0.108728,2.119000
5514,train,-0.458501,2.291000
5515,train,0.352635,3.742000
5516,train,-0.095255,1.114000
5517,train,-1.107960,1.388000
5518,train,0.706160,0.957000
5519,train,3.941829,5.000010
5520,train,2.578346,5.000010
5521,train,-1.675840,0.425000
5522,train,-1.090313,1.092000
5523,train,0.267992,1.745000
5524,train,-0.865760,0.574000
5525,train,1.684786,3.246000
5526,train,1.369514,2.827000
5527,train,-0.302530,2.346000
5528,train,0.808926,1.655000
5529,train,0.914333,2.333000
5530,train,-0.705773,1.727000
5531,train,1.312822,2.783000
5532,train,1.510903,2.664000
5533,train,0.274966,1.893000
5534,train,-0.003532,0.939000
5535,train,-0.075441,1.426000
5536,train,-0.616269,1.082000
5537,train,0.601703,2.750000
5538,train,0.601492,2.320000
5539,train,0.816851,1.644000
5540,train,3.448870,5.000010
5541,train,-0.319067,1.201000
5542,train,0.102880,1.003000
5543,train,-0.145132,0.719000
5544,train,-1.328867,0.612000
5545,train,0.144092,1.985000
5546,train,-0.768384,1.844000
5547,train,0.457726,2.374000
5548,train,-1.337003,0.583000
5549,train,0.199728,4.500000
5550,train,-0.358377,1.563000
5551,train,0.493654,3.511000
5552,train,1.540597,2.741000
5553,train,0.189742,1.705000
5554,train,-0.681416,1.116000
5555,train,0.116459,2.961000
5556,train,-0.785238,1.667000
5557,train,-0.841931,1.064000
5558,train,0.649203,2.953000
5559,train,-0.854770,1.125000
5560,train,-0.929058,0.724000
5561,train,-0.234847,2.293000
5562,train,-1.135646,0.552000
5563,train,0.598216,2.089000
5564,train,1.589312,2.538000
5565,train,-1.105741,1.125000
5566,train,-0.489516,2.294000
5567,train,0.301014,1.851000
5568,train,0.709119,1.914000
5569,train,1.230450,2.605000
5570,train,-1.456677,0.975000
5571,train,5.186590,5.000010
5572,train,2.573961,5.000010
5573,train,0.247650,2.210000
5574,train,-0.928688,0.869000
5575,train,-1.137178,1.088000
5576,train,-0.520900,2.086000
5577,train,4.759728,5.000010
5578,train,-1.028970,1.958000
5579,train,-1.477494,1.500000
5580,train,0.111122,2.503000
5581,train,-0.582349,0.500000
5582,train,-0.906444,0.608000
5583,train,0.608572,3.243000
5584,train,-0.148302,3.471000
5585,train,0.881839,3.259000
5586,train,0.394798,3.714000
5587,train,-0.480534,1.726000
5588,train,-0.886049,0.946000
5589,train,-0.285834,3.228000
5590,train,-0.806320,1.917000
5591,train,-0.868455,1.273000
5592,train,0.739182,2.423000
5593,train,0.701775,2.107000
5594,train,0.056913,1.204000
5595,train,-0.144498,2.624000
5596,train,0.741560,2.165000
5597,train,-0.704188,0.748000
5598,train,-1.004243,0.768000
5599,train,0.489691,2.906000
5600,train,-1.087512,0.781000
5601,train,0.237981,3.571000
5602,train,0.978212,2.674000
5603,train,0.160682,1.466000
5604,train,0.067903,1.268000
5605,train,3.797217,4.872000
5606,train,-0.136519,1.146000
5607,train,1.218351,3.131000
5608,train,-0.432083,1.448000
5609,train,1.001248,2.213000
5610,train,-0.005381,3.186000
5611,train,-0.907606,0.972000
5612,train,0.704733,2.430000
5613,train,0.124437,2.810000
5614,train,0.562816,2.289000
5615,train,0.245959,2.613000
5616,train,-0.827560,1.317000
5617,train,0.267992,1.855000
5618,train,-0.379459,1.919000
5619,train,0.293670,2.336000
5620,train,0.378049,1.985000
5621,train,0.222976,2.217000
5622,train,1.168368,3.165000
5623,train,-0.101859,1.524000
5624,train,0.936736,3.264000
5625,train,-0.808539,0.993000
5626,train,0.200468,2.925000
5627,train,-0.715706,1.631000
5628,train,1.467631,3.026000
5629,train,-1.212205,1.100000
5630,train,-1.049523,0.949000
5631,train,1.145173,5.000010
5632,train,1.272402,2.907000
5633,train,-0.508008,1.469000
5634,train,-0.805210,1.227000
5635,train,-1.449174,1.104000
5636,train,-1.260127,0.948000
5637,train,-0.374862,1.400000
5638,train,0.397968,1.911000
5639,train,-0.094092,1.698000
5640,train,1.254596,3.054000
5641,train,0.989994,3.985000
5642,train,1.630841,3.140000
5643,train,-0.322290,1.842000
5644,train,0.405365,2.486000
5645,train,-0.592546,1.561000
5646,train,-0.903009,0.865000
5647,train,1.222948,2.741000
5648,train,-0.697636,1.981000
5649,train,-0.532313,1.289000
5650,train,0.671394,1.795000
5651,train,-1.256112,2.750000
5652,train,-0.682473,0.949000
5653,train,0.242578,1.941000
5654,train,-0.915901,4.000000
5655,train,-1.760377,1.125000
